"xm1","ym1","zm1"
112,3320,16
1207,3334,16
449,3374,16
356,3396,16
1265,3408,16
1415,3465,16
346,3485,16
580,3555,16
551,3557,16
464,3569,16
691,3681,16
347,3684,16
803,3684,16
1034,3754,16
1027,3764,16
157,3781,16
388,3785,16
887,3826,16
878,3883,16
350,3899,16
1266,3902,16
315,3947,16
715,3955,16
352,4114,16
622,4123,16
1264,4151,16
702,4225,16
1143,4277,16
1105,4289,16
109,4329,16
282,4335,16
64,4462,16
1245,4498,16
1067,4512,16
533,4514,16
731,4609,16
1373,4670,16
201,4710,16
445,4714,16
832,4714,16
361,4825,16
1244,4837,16
1378,4850,16
761,4854,16
1060,4873,16
85,4936,16
595,5052,16
351,5077,16
1073,5102,16
640,5119,16
1213,5176,16
490,5196,16
88,5199,16
966,5209,16
98,5211,16
537,5278,16
210,5407,16
1148,5410,16
770,5422,16
1393,5425,16
453,5429,16
1361,5468,16
467,5511,16
722,5573,16
1133,5577,16
204,5604,16
1012,5605,16
1419,5609,16
830,5610,16
969,5611,16
1147,5625,16
1423,5650,16
124,5669,16
369,5681,16
1423,5691,16
1403,5746,16
463,5750,16
991,5764,16
1092,5814,16
638,5827,16
79,5837,16
1357,5848,16
996,5895,16
494,5911,16
1445,5911,16
1132,5956,16
626,5969,16
1009,5978,16
1131,6045,16
74,6130,16
1388,6223,16
488,6250,16
1431,6289,16
497,6334,16
654,6339,16
1431,6369,16
433,6428,16
1020,6429,16
511,6447,16
598,6512,16
494,6594,16
89,6631,16
598,6774,16
771,6824,16
858,6867,16
785,6876,16
837,6964,16
779,7023,16
961,7106,16
460,7117,16
605,7133,16
955,7188,16
520,7230,16
1427,7255,16
1225,7294,16
605,7302,16
1171,7347,16
987,7378,16
1281,7396,16
496,7402,16
1014,7404,16
331,7424,16
1286,7452,16
689,7483,16
276,7518,16
308,7524,16
55,7604,16
128,7610,16
373,7618,16
952,7661,16
872,7678,16
654,7691,16
1019,7696,16
980,7721,16
1016,7762,16
804,7767,16
1219,7877,16
706,7940,16
1312,7948,16
1182,7974,16
880,7978,16
607,8003,16
1260,8028,16
873,8034,16
755,8035,16
551,8053,16
116,8058,16
301,8064,16
103,8073,16
1407,8137,16
733,8174,16
152,8189,16
616,8215,16
401,8216,16
561,8273,16
408,8281,16
1043,8320,16
1244,8323,16
507,8339,16
1397,8352,16
254,8383,16
734,8442,16
868,8534,16
884,8597,16
1087,8740,16
301,8786,16
147,8826,16
235,8842,16
485,8854,16
128,8864,16
247,8887,16
195,8919,16
847,8955,16
1378,8963,16
855,9128,16
966,9139,16
136,9169,16
628,9184,16
1330,9247,16
402,9296,16
1168,9300,16
683,9315,16
1366,9321,16
931,9368,16
114,9400,16
1046,9491,16
644,9498,16
641,9506,16
1139,9507,16
1060,9508,16
867,9530,16
861,9572,16
420,9616,16
352,9627,16
877,9707,16
1391,9712,16
1255,9763,16
486,9767,16
1377,9837,16
520,9871,16
408,9875,16
281,9877,16
267,9903,16
833,9927,16
247,9966,16
946,9977,16
377,9995,16
923,10020,16
1100,10088,16
292,10092,16
204,10354,16
1261,10367,16
737,10474,16
579,10500,16
1167,10506,16
695,10515,16
515,10517,16
658,10524,16
812,10557,16
1354,10601,16
329,10609,16
402,10677,16
466,10705,16
671,10747,16
125,10833,16
854,10886,16
865,10914,16
1271,10930,16
1123,11009,16
597,11324,16
188,11507,16
1223,11554,16
726,11678,16
526,11698,16
441,11731,16
277,11732,16
1238,11788,16
591,11862,16
1294,11916,16
885,11917,16
221,11945,16
447,11990,16
329,12013,16
525,12024,16
105,12060,16
1264,12077,16
645,12104,16
763,12128,16
1024,12129,16
1134,12142,16
977,12175,16
964,12192,16
950,12288,16
779,12339,16
133,12347,16
973,12423,16
682,12487,16
261,12525,16
1002,12526,16
981,12558,16
614,12578,16
1085,12579,16
1321,12609,16
1249,12615,16
409,12621,16
83,12625,16
1235,12654,16
377,12657,16
1199,12660,16
656,12708,16
518,12722,16
1267,12726,16
371,12753,16
959,12757,16
75,12821,16
1068,12825,16
1229,12868,16
319,12930,16
1154,12942,16
1063,138,17
1290,145,17
1219,185,17
901,214,17
1209,238,17
1245,256,17
1075,279,17
955,296,17
778,320,17
1332,378,17
454,476,17
1324,525,17
1137,600,17
1280,616,17
1098,617,17
302,627,17
979,631,17
1139,631,17
401,641,17
1164,646,17
1318,670,17
263,680,17
613,682,17
1096,690,17
640,700,17
821,703,17
265,711,17
347,720,17
393,736,17
904,752,17
457,785,17
240,821,17
564,823,17
1401,894,17
1470,911,17
194,961,17
1466,1092,17
156,1119,17
558,1260,17
106,1314,17
1411,1347,17
689,1373,17
202,1419,17
1402,1433,17
1061,1476,17
854,1568,17
159,1589,17
917,1632,17
193,1655,17
786,1668,17
1351,1695,17
988,1819,17
1052,1846,17
313,1854,17
1029,1888,17
1043,1913,17
1021,1935,17
563,1945,17
892,2032,17
1361,2061,17
1376,2090,17
1398,2114,17
1244,2188,17
1035,2226,17
1397,2253,17
1036,2324,17
764,2334,17
1257,2339,17
1092,2408,17
1294,2444,17
1085,2458,17
281,2463,17
432,2497,17
1212,2540,17
814,2599,17
1022,2609,17
704,2630,17
329,2652,17
202,2670,17
1065,2714,17
529,2793,17
685,2822,17
1064,2828,17
736,2924,17
1226,2976,17
518,3064,17
298,3106,17
1323,3211,17
1352,3241,17
1444,3267,17
1206,3373,17
1373,3449,17
58,3464,17
1409,3510,17
984,3523,17
826,3565,17
1256,3656,17
380,3705,17
775,3711,17
1363,3744,17
875,3829,17
889,3850,17
1320,3867,17
673,3890,17
67,3919,17
118,3962,17
940,3968,17
995,4000,17
1365,4031,17
552,4068,17
894,4077,17
916,4082,17
241,4125,17
366,4139,17
264,4149,17
391,4174,17
1244,4188,17
357,4226,17
775,4240,17
691,4284,17
974,4352,17
753,4363,17
1349,4365,17
349,4374,17
1173,4429,17
1254,4446,17
524,4475,17
334,4546,17
1162,4555,17
189,4573,17
1333,4621,17
977,4623,17
835,4646,17
1288,4744,17
51,4765,17
283,4798,17
744,4816,17
852,4945,17
1019,4965,17
61,4978,17
601,4997,17
712,5004,17
832,5010,17
1047,5020,17
441,5044,17
1130,5048,17
1250,5049,17
842,5067,17
1345,5086,17
941,5088,17
119,5119,17
641,5151,17
1370,5225,17
998,5226,17
309,5227,17
951,5238,17
577,5268,17
1122,5327,17
563,5328,17
698,5341,17
1263,5377,17
1319,5414,17
1371,5417,17
1231,5429,17
389,5492,17
735,5503,17
457,5528,17
665,5556,17
556,5563,17
1393,5581,17
1151,5588,17
1355,5597,17
371,5600,17
124,5648,17
275,5664,17
797,5687,17
501,5707,17
1408,5736,17
199,5750,17
817,5751,17
675,5764,17
1167,5791,17
1337,5851,17
552,5868,17
120,5885,17
593,5971,17
108,5987,17
1351,5993,17
1222,6003,17
876,6042,17
1057,6045,17
1136,6187,17
466,6269,17
1368,6289,17
336,6306,17
731,6308,17
1268,6308,17
488,6341,17
907,6397,17
730,6413,17
813,6428,17
990,6428,17
770,6473,17
54,6549,17
741,6564,17
805,6597,17
647,6641,17
1151,6656,17
881,6667,17
449,6672,17
1161,6698,17
1249,6698,17
1057,6769,17
1074,6842,17
378,6923,17
606,6924,17
851,6938,17
424,6948,17
1306,7043,17
725,7067,17
333,7095,17
731,7100,17
117,7111,17
503,7128,17
1169,7138,17
282,7155,17
1148,7206,17
625,7231,17
743,7248,17
1024,7280,17
1254,7305,17
635,7311,17
1231,7346,17
978,7362,17
516,7412,17
555,7419,17
167,7424,17
491,7438,17
1052,7457,17
727,7471,17
753,7477,17
524,7515,17
378,7535,17
1157,7553,17
1068,7558,17
248,7588,17
935,7612,17
1355,7623,17
987,7650,17
1186,7713,17
837,7793,17
744,7846,17
66,7864,17
147,7874,17
1139,7891,17
625,7955,17
207,7963,17
89,8005,17
1224,8055,17
1293,8086,17
511,8105,17
252,8138,17
1014,8171,17
858,8187,17
1271,8190,17
1018,8192,17
945,8245,17
1112,8245,17
723,8310,17
563,8450,17
384,8453,17
260,8471,17
538,8551,17
468,8555,17
320,8562,17
835,8571,17
1075,8588,17
619,8593,17
993,8659,17
1008,8659,17
761,8668,17
464,8695,17
878,8707,17
298,8733,17
890,8734,17
356,8747,17
688,8803,17
1285,8812,17
497,8838,17
1282,8842,17
795,8886,17
897,8912,17
383,8922,17
837,8939,17
1156,8945,17
955,8976,17
1213,8982,17
106,8996,17
175,9114,17
543,9137,17
61,9152,17
900,9156,17
319,9239,17
616,9268,17
683,9294,17
208,9393,17
933,9394,17
1192,9428,17
172,9565,17
881,9616,17
443,9618,17
53,9620,17
247,9708,17
332,9804,17
1262,9810,17
1355,9854,17
1111,9903,17
667,9932,17
787,10024,17
301,10032,17
1122,10124,17
746,10458,17
551,10495,17
1343,10551,17
444,10564,17
196,10628,17
297,10653,17
515,10660,17
803,10660,17
103,10677,17
566,10688,17
220,10778,17
566,10797,17
839,10892,17
1360,10913,17
644,10935,17
1127,11001,17
555,11039,17
51,11129,17
555,11215,17
839,11263,17
584,11629,17
516,11650,17
256,11693,17
561,11730,17
735,11751,17
1210,11762,17
579,11857,17
1188,11896,17
311,11962,17
396,11969,17
355,12019,17
633,12053,17
1044,12054,17
173,12089,17
1176,12139,17
902,12148,17
1178,12156,17
1326,12178,17
579,12181,17
868,12189,17
69,12216,17
341,12223,17
123,12248,17
1345,12271,17
535,12342,17
116,12381,17
488,12428,17
1028,12437,17
701,12465,17
946,12469,17
1313,12474,17
704,12508,17
969,12513,17
1111,12563,17
1301,12603,17
220,12607,17
1141,12639,17
979,12669,17
818,12700,17
349,12753,17
1258,12787,17
911,12799,17
1265,12833,17
1066,12882,17
420,12907,17
650,12907,17
892,12911,17
1140,12913,17
646,12958,17
1349,98,18
1236,109,18
1372,120,18
1429,131,18
1059,150,18
1224,203,18
1423,275,18
941,294,18
1188,295,18
716,342,18
1201,369,18
1046,474,18
1108,476,18
615,485,18
1047,506,18
602,621,18
840,646,18
1360,648,18
1171,651,18
859,699,18
901,720,18
1103,738,18
1096,912,18
1430,914,18
821,920,18
1183,1131,18
833,1232,18
1328,1249,18
142,1251,18
195,1261,18
967,1306,18
275,1344,18
863,1390,18
742,1407,18
1177,1433,18
172,1434,18
406,1538,18
561,1544,18
1132,1574,18
1305,1575,18
336,1586,18
283,1708,18
1266,1822,18
1297,1845,18
1330,1848,18
852,1919,18
1381,1925,18
103,2004,18
510,2027,18
416,2069,18
1451,2069,18
489,2150,18
848,2185,18
1172,2286,18
130,2304,18
897,2328,18
118,2358,18
104,2361,18
432,2369,18
797,2386,18
1026,2412,18
150,2453,18
120,2471,18
271,2496,18
493,2496,18
893,2506,18
1360,2522,18
633,2528,18
447,2598,18
758,2611,18
195,2632,18
957,2672,18
174,2675,18
528,2689,18
1124,2717,18
861,2725,18
605,2773,18
620,2792,18
1299,2793,18
729,2805,18
1310,2817,18
189,2852,18
915,2862,18
1070,2874,18
299,2897,18
454,2900,18
1407,2914,18
1368,2934,18
665,3024,18
360,3030,18
1033,3031,18
644,3056,18
588,3140,18
1394,3168,18
483,3203,18
461,3209,18
379,3268,18
1193,3340,18
934,3341,18
775,3402,18
626,3415,18
1041,3415,18
1254,3418,18
303,3467,18
502,3499,18
1148,3518,18
319,3646,18
1032,3659,18
615,3704,18
1449,3708,18
1120,3717,18
172,3745,18
1195,3762,18
343,3791,18
588,3872,18
1087,3947,18
924,3990,18
613,4001,18
753,4005,18
106,4043,18
45,4064,18
595,4066,18
658,4097,18
792,4181,18
130,4188,18
129,4208,18
698,4209,18
934,4214,18
813,4216,18
718,4224,18
493,4278,18
1389,4351,18
92,4382,18
1104,4389,18
191,4391,18
671,4411,18
557,4441,18
535,4477,18
442,4497,18
386,4557,18
45,4600,18
1237,4605,18
1196,4681,18
519,4694,18
537,4771,18
588,4784,18
670,4817,18
159,4881,18
798,4895,18
1132,4899,18
1425,4906,18
1235,4909,18
396,4968,18
1431,4973,18
1275,5003,18
700,5036,18
825,5045,18
795,5071,18
48,5259,18
775,5303,18
330,5425,18
1329,5449,18
433,5510,18
464,5559,18
1039,5598,18
218,5639,18
1252,5654,18
537,5662,18
553,5666,18
501,5670,18
705,5704,18
697,5848,18
1411,5854,18
827,5899,18
934,5951,18
852,5952,18
1183,5958,18
142,5996,18
971,6036,18
67,6044,18
574,6074,18
1189,6075,18
1124,6080,18
404,6088,18
1241,6135,18
918,6166,18
899,6169,18
986,6205,18
187,6228,18
788,6247,18
462,6258,18
380,6299,18
1145,6301,18
132,6311,18
247,6319,18
64,6325,18
1155,6332,18
676,6342,18
1424,6368,18
1254,6395,18
582,6432,18
1135,6454,18
152,6465,18
656,6481,18
1240,6577,18
1087,6597,18
222,6667,18
56,6729,18
1046,6769,18
589,6785,18
643,6793,18
902,6795,18
380,6796,18
215,6876,18
366,6908,18
185,6928,18
352,7048,18
476,7060,18
631,7085,18
777,7118,18
1070,7127,18
743,7148,18
60,7160,18
1055,7165,18
764,7192,18
1372,7225,18
473,7248,18
464,7288,18
1200,7330,18
652,7371,18
778,7388,18
179,7391,18
640,7412,18
415,7418,18
822,7450,18
345,7451,18
121,7471,18
528,7472,18
753,7505,18
518,7536,18
949,7586,18
1332,7600,18
832,7611,18
735,7690,18
520,7753,18
685,7786,18
1214,7802,18
822,7819,18
229,7822,18
458,7856,18
897,7864,18
1227,7868,18
476,7880,18
1248,7931,18
1171,7957,18
715,8010,18
1401,8017,18
169,8076,18
141,8086,18
438,8121,18
161,8125,18
314,8129,18
576,8130,18
1035,8168,18
691,8212,18
862,8245,18
961,8258,18
1045,8282,18
162,8294,18
1162,8366,18
1118,8378,18
131,8387,18
1299,8410,18
537,8445,18
1144,8454,18
123,8482,18
53,8539,18
869,8561,18
75,8631,18
1304,8671,18
445,8691,18
113,8701,18
834,8761,18
582,8839,18
439,8844,18
384,8895,18
1390,8993,18
1033,9033,18
438,9036,18
660,9109,18
866,9117,18
470,9202,18
262,9250,18
76,9286,18
526,9326,18
746,9398,18
1340,9448,18
185,9465,18
625,9762,18
1322,9836,18
142,9888,18
59,9926,18
923,10022,18
683,10039,18
1373,10046,18
702,10048,18
247,10052,18
713,10158,18
924,10178,18
447,10209,18
550,10221,18
145,10310,18
1375,10355,18
1028,10522,18
888,10661,18
1095,10777,18
975,10851,18
897,11324,18
238,11383,18
116,11475,18
579,11572,18
529,11589,18
288,11591,18
537,11608,18
611,11613,18
219,11623,18
663,11637,18
71,11767,18
1132,11809,18
242,11824,18
1097,11840,18
1292,11886,18
735,12001,18
506,12041,18
262,12101,18
252,12149,18
196,12157,18
759,12194,18
1210,12207,18
1254,12229,18
622,12350,18
810,12377,18
468,12420,18
499,12453,18
1103,12462,18
694,12470,18
1184,12486,18
1126,12520,18
748,12549,18
417,12573,18
403,12621,18
1154,12652,18
343,12695,18
1041,12701,18
824,12718,18
1015,12727,18
956,12774,18
499,12802,18
309,12828,18
1310,12848,18
320,12860,18
424,12872,18
131,12900,18
111,12901,18
1023,12903,18
199,12976,18
1319,68,19
1219,167,19
1303,239,19
1138,255,19
1242,270,19
1442,311,19
1011,381,19
1082,387,19
1045,535,19
937,538,19
1102,634,19
74,838,19
402,931,19
989,1130,19
849,1179,19
385,1188,19
134,1246,19
977,1311,19
536,1349,19
1384,1378,19
593,1386,19
846,1399,19
541,1440,19
936,1446,19
687,1472,19
99,1503,19
1131,1551,19
821,1566,19
744,1616,19
899,1668,19
1017,1685,19
1123,1700,19
715,1709,19
971,1745,19
661,1814,19
1040,1881,19
561,1921,19
230,1949,19
723,1985,19
1271,2048,19
880,2149,19
394,2272,19
749,2296,19
525,2344,19
1190,2405,19
1040,2431,19
633,2447,19
428,2544,19
1039,2586,19
496,2630,19
788,2674,19
1347,2836,19
433,2861,19
312,2939,19
260,2975,19
309,2980,19
1191,3000,19
224,3033,19
1141,3033,19
280,3087,19
270,3103,19
276,3185,19
717,3233,19
271,3316,19
505,3377,19
1004,3456,19
298,3468,19
1097,3480,19
1256,3544,19
327,3547,19
619,3570,19
1234,3641,19
1248,3694,19
1092,3773,19
1254,3832,19
861,3859,19
880,3867,19
972,3889,19
1109,3941,19
971,3992,19
443,4031,19
346,4097,19
886,4138,19
404,4153,19
432,4171,19
256,4172,19
896,4192,19
446,4228,19
55,4290,19
1074,4292,19
994,4297,19
854,4313,19
836,4461,19
1187,4466,19
847,4483,19
901,4509,19
232,4559,19
1051,4586,19
1158,4665,19
782,4715,19
536,4757,19
255,4788,19
580,4824,19
384,4840,19
1360,4852,19
1348,4894,19
1225,4917,19
1101,4919,19
882,4924,19
1207,4926,19
1070,4988,19
330,5021,19
599,5036,19
874,5045,19
647,5063,19
504,5065,19
714,5070,19
1342,5074,19
447,5164,19
458,5171,19
294,5254,19
50,5368,19
1398,5385,19
581,5394,19
715,5396,19
999,5400,19
1221,5402,19
647,5421,19
454,5427,19
87,5434,19
408,5443,19
971,5459,19
660,5508,19
422,5517,19
281,5518,19
942,5594,19
1028,5616,19
639,5654,19
495,5690,19
193,5739,19
1355,5756,19
709,5768,19
1106,5781,19
1081,5784,19
763,5789,19
1340,5850,19
1114,5860,19
963,5904,19
849,5953,19
608,5957,19
1011,6085,19
734,6088,19
284,6133,19
230,6145,19
603,6158,19
343,6198,19
304,6277,19
669,6309,19
1168,6319,19
222,6352,19
98,6382,19
541,6405,19
1250,6424,19
346,6472,19
1119,6485,19
1249,6500,19
230,6546,19
1223,6575,19
992,6581,19
447,6619,19
1275,6621,19
918,6651,19
756,6677,19
754,6719,19
792,6722,19
215,6729,19
1117,6730,19
175,6737,19
1025,6758,19
1186,6758,19
1158,6760,19
1115,6781,19
745,6789,19
703,6802,19
774,6833,19
1185,6838,19
863,6853,19
1279,6870,19
647,6896,19
105,6966,19
362,6984,19
567,6995,19
988,7000,19
681,7066,19
764,7102,19
413,7113,19
286,7116,19
593,7147,19
1371,7157,19
225,7177,19
1257,7200,19
285,7232,19
624,7243,19
855,7274,19
619,7346,19
953,7370,19
873,7411,19
774,7435,19
440,7482,19
764,7495,19
426,7503,19
452,7517,19
785,7535,19
1168,7545,19
807,7556,19
900,7569,19
1134,7626,19
585,7629,19
926,7706,19
1199,7792,19
103,7795,19
1071,7810,19
481,7849,19
635,7867,19
221,7894,19
528,7964,19
509,8045,19
359,8107,19
297,8170,19
324,8198,19
358,8226,19
255,8232,19
558,8246,19
463,8332,19
401,8336,19
316,8340,19
160,8364,19
1275,8380,19
602,8386,19
84,8387,19
846,8390,19
886,8428,19
366,8497,19
102,8512,19
903,8539,19
1095,8552,19
700,8593,19
371,8599,19
735,8671,19
294,8677,19
1258,8699,19
344,8721,19
733,8743,19
342,8747,19
773,8747,19
1166,8775,19
1224,8816,19
892,8823,19
527,8838,19
1272,8871,19
174,8887,19
585,8892,19
653,8950,19
648,8962,19
829,8969,19
541,8971,19
587,9012,19
559,9039,19
1317,9053,19
748,9062,19
1168,9091,19
657,9102,19
648,9104,19
1191,9134,19
220,9149,19
421,9151,19
1147,9151,19
796,9161,19
1177,9175,19
582,9178,19
520,9179,19
1347,9248,19
1306,9270,19
403,9285,19
1211,9325,19
912,9366,19
774,9417,19
681,9423,19
1262,9446,19
1064,9485,19
823,9489,19
464,9532,19
351,9549,19
868,9601,19
106,9625,19
470,9665,19
1081,9687,19
86,9706,19
1232,9726,19
536,9820,19
266,9823,19
349,9837,19
646,9857,19
452,9896,19
550,9926,19
951,9970,19
769,9971,19
1044,9971,19
508,9995,19
949,9997,19
374,10010,19
165,10043,19
948,10098,19
1138,10115,19
889,10131,19
579,10136,19
1292,10148,19
215,10194,19
1282,10219,19
273,10262,19
260,10279,19
816,10321,19
1095,10378,19
1151,10434,19
333,10446,19
63,10462,19
1268,10479,19
1020,10502,19
1138,10502,19
801,10612,19
1170,10791,19
446,10885,19
1358,10909,19
812,11136,19
104,11572,19
545,11616,19
70,11619,19
95,11645,19
427,11716,19
835,11735,19
46,11761,19
470,11775,19
665,11800,19
258,11854,19
852,11933,19
443,11992,19
506,12034,19
671,12054,19
618,12060,19
361,12080,19
1122,12133,19
804,12250,19
680,12253,19
698,12352,19
1266,12355,19
613,12402,19
474,12430,19
141,12449,19
711,12505,19
1062,12527,19
1068,12543,19
801,12544,19
1237,12629,19
188,12652,19
1185,12664,19
473,12729,19
997,12737,19
52,12756,19
730,12804,19
629,12813,19
74,12860,19
915,12867,19
910,12883,19
998,12917,19
696,12948,19
1134,12958,19
927,477,20
531,511,20
910,517,20
704,595,20
628,638,20
1158,642,20
427,667,20
46,737,20
170,755,20
587,823,20
241,824,20
1321,922,20
1067,935,20
744,967,20
74,1025,20
46,1069,20
1324,1193,20
1109,1233,20
464,1308,20
687,1321,20
851,1376,20
701,1387,20
579,1420,20
176,1575,20
891,1600,20
1369,1604,20
386,1607,20
1017,1633,20
266,1699,20
1189,1717,20
1021,1814,20
841,1820,20
750,1860,20
663,1896,20
1060,1902,20
521,1942,20
858,1952,20
496,1959,20
886,1970,20
573,2113,20
1267,2173,20
463,2212,20
1047,2257,20
649,2269,20
167,2287,20
1342,2432,20
1157,2448,20
1102,2760,20
1010,2820,20
386,3019,20
627,3029,20
1240,3040,20
362,3287,20
104,3288,20
1101,3291,20
443,3317,20
560,3399,20
78,3865,20
668,3868,20
624,3876,20
900,3962,20
1372,3972,20
1177,3973,20
441,4105,20
1350,4138,20
128,4179,20
530,4215,20
367,4248,20
1275,4274,20
540,4325,20
156,4374,20
299,4398,20
806,4455,20
544,4459,20
705,4496,20
535,4544,20
1259,4582,20
1013,4614,20
1269,4627,20
1325,4629,20
765,4663,20
892,4708,20
264,4741,20
642,4755,20
133,4761,20
216,4807,20
126,4820,20
913,4835,20
362,4863,20
927,4893,20
1283,4944,20
1266,4994,20
132,5006,20
1406,5006,20
584,5032,20
473,5061,20
251,5113,20
553,5143,20
938,5181,20
664,5249,20
1304,5253,20
274,5257,20
112,5270,20
548,5284,20
1262,5331,20
1007,5623,20
1399,5624,20
1403,5646,20
448,5689,20
816,5735,20
777,5745,20
461,5762,20
846,5817,20
89,5855,20
179,5857,20
495,5865,20
567,5916,20
972,5921,20
1331,5939,20
680,5967,20
727,5973,20
886,5984,20
112,6004,20
1092,6042,20
1209,6043,20
831,6046,20
345,6072,20
262,6080,20
634,6126,20
489,6134,20
671,6134,20
572,6161,20
875,6172,20
654,6182,20
1149,6243,20
336,6274,20
629,6309,20
589,6364,20
1346,6408,20
1124,6413,20
229,6478,20
1157,6480,20
44,6579,20
249,6597,20
1398,6614,20
140,6656,20
1302,6668,20
142,6676,20
1401,6702,20
77,6743,20
1315,6747,20
57,6756,20
1079,6756,20
1084,6766,20
261,6874,20
541,6890,20
52,6902,20
681,6908,20
363,6914,20
877,6946,20
603,6965,20
1313,6967,20
842,6981,20
1206,7012,20
961,7021,20
990,7046,20
1247,7055,20
386,7061,20
747,7076,20
1059,7082,20
1347,7133,20
326,7159,20
103,7179,20
1384,7183,20
652,7193,20
205,7194,20
432,7227,20
618,7283,20
347,7289,20
886,7312,20
90,7341,20
94,7349,20
1191,7353,20
871,7395,20
791,7397,20
1007,7406,20
537,7431,20
246,7444,20
785,7450,20
623,7515,20
274,7521,20
450,7531,20
1174,7546,20
817,7590,20
84,7621,20
1397,7625,20
1196,7631,20
321,7678,20
1175,7725,20
1017,7729,20
1224,7798,20
1256,7822,20
728,7883,20
343,7978,20
633,7984,20
972,7997,20
1158,8003,20
56,8023,20
201,8090,20
786,8119,20
1198,8152,20
1338,8168,20
594,8239,20
395,8256,20
73,8275,20
244,8330,20
399,8364,20
596,8423,20
129,8424,20
1064,8445,20
1130,8484,20
116,8494,20
852,8510,20
1325,8536,20
55,8613,20
399,8625,20
937,8631,20
334,8648,20
109,8680,20
797,8700,20
852,8709,20
122,8713,20
423,8737,20
695,8765,20
959,8820,20
1150,8863,20
898,8876,20
715,8912,20
1220,8913,20
914,8916,20
51,8918,20
453,8935,20
143,8945,20
606,8950,20
506,8982,20
664,9319,20
1253,9410,20
327,9416,20
863,9435,20
1173,9494,20
584,9520,20
337,9529,20
499,9554,20
75,9608,20
570,9627,20
453,9650,20
225,9708,20
377,9713,20
1098,9751,20
1255,9751,20
897,9776,20
186,9968,20
665,10003,20
1346,10029,20
488,10073,20
994,10098,20
1245,10116,20
1118,10124,20
1357,10173,20
288,10230,20
513,10273,20
788,10284,20
639,10503,20
378,10660,20
518,10664,20
1171,10777,20
1040,10817,20
1059,10817,20
688,10959,20
714,10959,20
176,11007,20
1173,11099,20
1146,11237,20
1078,11246,20
159,11667,20
117,11746,20
1189,11819,20
460,11830,20
97,11884,20
166,11967,20
638,12038,20
558,12042,20
1363,12089,20
1184,12100,20
568,12160,20
884,12193,20
1138,12233,20
1269,12259,20
111,12347,20
1063,12373,20
772,12409,20
1294,12439,20
506,12444,20
1128,12492,20
1332,12590,20
560,12601,20
444,12627,20
623,12641,20
561,12859,20
1111,12861,20
1390,36,21
1342,67,21
1321,191,21
1251,212,21
1081,337,21
942,350,21
1331,377,21
1350,380,21
897,401,21
804,410,21
1278,432,21
817,454,21
1039,475,21
929,488,21
1341,496,21
1007,497,21
950,515,21
610,517,21
960,551,21
923,557,21
1258,563,21
970,605,21
1103,612,21
895,632,21
1204,645,21
475,647,21
470,648,21
492,658,21
690,680,21
660,690,21
317,697,21
958,712,21
295,732,21
101,879,21
977,901,21
428,946,21
1017,976,21
408,1008,21
352,1058,21
766,1077,21
752,1099,21
1389,1184,21
168,1187,21
1349,1256,21
380,1267,21
396,1322,21
1241,1365,21
511,1370,21
588,1442,21
306,1459,21
203,1487,21
571,1545,21
149,1605,21
610,1607,21
1077,1613,21
1367,1615,21
1414,1634,21
421,1643,21
787,1646,21
897,1666,21
194,1668,21
649,1673,21
648,1692,21
680,1732,21
959,1744,21
460,1756,21
1353,1777,21
970,1791,21
1213,1839,21
1381,1893,21
276,1909,21
145,1952,21
1038,2015,21
716,2108,21
526,2184,21
1227,2195,21
891,2288,21
383,2317,21
347,2347,21
897,2444,21
502,2485,21
596,2515,21
1222,2610,21
253,3085,21
212,3113,21
99,3117,21
423,3126,21
727,3179,21
473,3191,21
330,3193,21
1101,3207,21
528,3238,21
1415,3267,21
806,3389,21
735,3437,21
156,3444,21
626,3505,21
529,3521,21
206,3562,21
1200,3583,21
763,3597,21
1357,3614,21
879,3637,21
136,3648,21
676,3673,21
505,3777,21
700,3781,21
1266,3786,21
1306,3837,21
1014,3942,21
232,3947,21
796,3960,21
615,3977,21
1041,3983,21
1298,3986,21
1153,4000,21
889,4002,21
146,4042,21
167,4047,21
356,4079,21
640,4097,21
1397,4098,21
511,4118,21
792,4185,21
60,4186,21
1031,4193,21
953,4207,21
102,4238,21
485,4284,21
1376,4290,21
1262,4295,21
552,4296,21
938,4298,21
720,4332,21
346,4378,21
803,4418,21
981,4458,21
998,4490,21
1120,4544,21
781,4643,21
715,4650,21
1318,4693,21
777,4720,21
1332,4741,21
59,4759,21
762,4816,21
1365,4837,21
1145,4915,21
666,4916,21
102,4946,21
498,4968,21
1093,4994,21
1279,5013,21
724,5046,21
327,5159,21
1259,5176,21
556,5239,21
1020,5283,21
416,5294,21
986,5304,21
651,5355,21
959,5391,21
698,5397,21
649,5403,21
1314,5486,21
1381,5494,21
547,5548,21
1242,5564,21
302,5603,21
1292,5603,21
1239,5605,21
1381,5686,21
1158,5717,21
248,5726,21
676,5745,21
1047,5749,21
910,5808,21
1149,5820,21
137,5942,21
766,5943,21
901,5977,21
256,5979,21
204,5982,21
929,5995,21
441,5997,21
645,6019,21
941,6098,21
170,6129,21
1288,6167,21
1313,6221,21
1300,6226,21
1316,6226,21
64,6232,21
297,6234,21
278,6242,21
1389,6248,21
735,6251,21
497,6263,21
851,6264,21
262,6266,21
386,6308,21
986,6359,21
633,6364,21
164,6376,21
1111,6390,21
684,6457,21
128,6467,21
465,6472,21
1370,6489,21
