"xm1","ym1","zm1"
531,3265,34
1023,3284,34
382,3297,34
687,3354,34
503,3438,34
443,3505,34
993,3523,34
219,3548,34
634,3553,34
627,3608,34
358,3644,34
1257,3682,34
562,3828,34
209,3866,34
250,3916,34
1104,4001,34
139,4010,34
65,4026,34
283,4039,34
1156,4086,34
975,4128,34
1347,4168,34
274,4185,34
704,4192,34
947,4193,34
1246,4295,34
1134,4310,34
486,4319,34
1021,4340,34
165,4371,34
1205,4372,34
999,4374,34
709,4448,34
1083,4511,34
415,4523,34
1089,4556,34
756,4565,34
1157,4565,34
560,4669,34
397,4714,34
940,4720,34
494,4764,34
308,4773,34
1292,4810,34
277,4814,34
758,4882,34
1143,4889,34
656,4894,34
653,4935,34
680,4945,34
934,4947,34
315,4950,34
212,5016,34
310,5017,34
148,5060,34
365,5063,34
466,5087,34
1327,5120,34
947,5221,34
242,5229,34
313,5241,34
881,5259,34
613,5285,34
342,5372,34
859,5411,34
256,5438,34
932,5446,34
418,5486,34
556,5489,34
459,5491,34
1019,5555,34
660,5602,34
408,5618,34
979,5621,34
1079,5621,34
486,5623,34
724,5632,34
553,5648,34
1060,5650,34
680,5651,34
555,5692,34
468,5698,34
1052,5796,34
506,5804,34
1324,5847,34
1292,5859,34
475,5871,34
870,5959,34
823,5967,34
310,5982,34
130,6020,34
1039,6022,34
825,6031,34
994,6099,34
1267,6100,34
585,6124,34
389,6191,34
1157,6219,34
729,6230,34
1356,6244,34
204,6271,34
203,6281,34
477,6304,34
262,6306,34
499,6328,34
1180,6353,34
1212,6377,34
862,6418,34
586,6482,34
787,6482,34
437,6497,34
496,6520,34
462,6544,34
168,6608,34
659,6671,34
856,6709,34
586,6717,34
894,6769,34
417,6793,34
823,6801,34
792,6810,34
389,6819,34
96,6831,34
309,6896,34
302,6906,34
651,6918,34
1326,7057,34
149,7072,34
62,7093,34
1291,7101,34
211,7125,34
1064,7145,34
1180,7190,34
409,7191,34
819,7198,34
656,7202,34
546,7214,34
326,7217,34
1184,7257,34
468,7301,34
604,7324,34
1358,7338,34
90,7357,34
593,7396,34
1343,7458,34
441,7477,34
151,7496,34
1238,7541,34
660,7554,34
183,7557,34
332,7593,34
583,7651,34
1376,7657,34
709,7663,34
804,7696,34
614,7751,34
1195,7774,34
615,7894,34
733,7899,34
1133,7917,34
594,8002,34
792,8106,34
310,8108,34
858,8168,34
1264,8254,34
928,8309,34
564,8418,34
533,8423,34
440,8443,34
1136,8446,34
416,8485,34
519,8500,34
415,8505,34
1080,8528,34
622,8533,34
719,8562,34
1125,8570,34
1026,8608,34
497,8611,34
639,8622,34
495,8731,34
1074,8857,34
1177,8879,34
762,8885,34
1370,9031,34
475,9034,34
1300,9105,34
601,9151,34
778,9277,34
76,9313,34
844,9326,34
248,9343,34
259,9369,34
1008,9424,34
329,9425,34
174,9478,34
1186,9610,34
586,9616,34
988,9618,34
1054,9701,34
1213,9712,34
619,9714,34
717,9747,34
123,9782,34
270,9872,34
1056,9971,34
650,10014,34
942,10028,34
1070,10093,34
552,10148,34
924,10152,34
326,10307,34
929,10371,34
1326,10378,34
1056,10399,34
109,10430,34
103,10470,34
1314,10475,34
832,10502,34
1162,10503,34
833,10506,34
1089,10521,34
227,10618,34
456,10641,34
967,10653,34
118,10666,34
591,10820,34
667,11002,34
226,11035,34
478,11223,34
414,11571,34
1146,11917,34
1219,11952,34
944,12114,34
977,12118,34
1089,12123,34
261,12144,34
563,12187,34
950,12203,34
1043,12218,34
1103,12232,34
622,12250,34
410,12316,34
908,12318,34
186,12328,34
912,12377,34
1218,12379,34
1091,12380,34
1357,12420,34
1178,12541,34
1181,12551,34
94,12582,34
827,12618,34
369,12652,34
1273,12652,34
1397,12702,34
350,12745,34
1358,12745,34
1045,12755,34
904,12801,34
1057,12815,34
339,12832,34
