"synapsinR_7thA","synapsinGP_5thA","VGluT1_3rdA","VGluT1_8thA","VGluT2_2ndA","psd_8thA","GluR2_2ndA","NMDAR1_6thA","NR2B_9thA","NOS_9thA","Synpod_3rdA","GAD_6thA","VGAT_5thA","PV_1stA","gephyrin_1stA","GABARa1_4thA","GABABR1_3rdA","VGluT3_1stA","CR1_2ndA","TH_5thA","VAChT_4thA","tubulin_8thA","dapi_1stA"
1446388,1653920,1613643,2198593,716405,1424362,1924316,1656679,1307789,1582496,526757,836420,970855,1110247,1034382,1031123,1534826,1723377,1358461,1321306,750495,817557,871124
1117556,1437038,1862835,2204799,1339375,1286049,3430530,1829385,1500858,1659803,460518,1183158,1123710,1288967,817198,1033766,1531479,1783999,3239859,1398669,798807,1149683,890624
897937,1513765,1534808,2085954,673265,1523659,1515694,1705516,1426032,1763900,531301,1658013,1282492,951033,790395,1004523,1496889,1754962,1370229,1452998,845310,867697,871277
1094496,1611450,1753235,2298572,715225,1415015,1678925,1730440,1261252,1610006,477682,2401061,1342494,1062064,942497,1083732,1620655,1781682,1426965,1386658,763978,831600,879719
1182806,1548871,2337441,2529826,1081930,1361904,3589290,1826315,1572401,1788758,499093,945758,1036941,930654,847672,1346788,1842075,1830373,1431134,1453367,924134,730255,903782
1629508,1662008,2314816,2989270,712983,1482124,1858092,1857467,1407895,1622226,504570,726267,910952,924182,881727,979019,1604498,1785083,1443068,1447759,790808,727419,881980
750789,1364889,1413202,1923314,655006,1307550,1528509,1593821,1262008,1589917,1164813,813234,977486,866300,795325,994930,1515817,1697402,1493011,1367258,1002225,1248267,862255
824671,1274667,1710822,2390739,727448,1513608,1623339,1714725,1372428,1662269,514416,827262,983562,974845,901857,1199700,1490331,1784759,1449406,1529693,811598,1140920,893525
1139393,1736531,1445113,1897374,696082,1206742,1758704,1700222,1199554,1558507,447009,2392432,1661700,1374675,802866,956500,1430760,1812314,1560807,1477003,737433,599358,905283
847966,1678104,1666180,2189919,685957,1224568,1615386,1809041,1320606,1750042,870721,2496368,1793351,956018,825942,944717,1513095,1716460,1478063,1432143,776892,780526,867167
673359,1370233,1466407,1952514,692099,1324879,1827506,1670060,1330246,1645878,505994,1562792,1261639,1103659,803043,991605,1459307,1747540,1436553,1445036,1290333,1219103,886865
852756,1155785,1317704,1873897,680517,1161344,1747179,1600232,1230586,1560185,550611,757102,949251,919263,858648,970728,1390749,1916969,1360165,1252850,837660,763718,821019
822135,1413414,1802154,2371383,679305,1403636,1701878,1751150,1261355,1694579,570555,787077,975493,864305,848874,1069932,1562663,1765575,1434289,1440624,807456,1094862,865009
900608,1479662,1703711,2288897,703293,1410607,1791144,1672727,1353124,1609448,484276,781054,934346,1009112,750193,998565,1443007,1768025,1400567,1340730,720221,910614,891813
1648365,1906452,2096775,2572135,713274,1376636,2054386,1697413,1365530,1672139,1218598,900918,1026879,1231252,818503,1114104,1775175,1820269,1830628,1421424,1172091,739877,911050
948456,1386033,1627260,2278764,677263,1321830,1724329,1753227,1315917,1503545,513692,809825,1023164,960036,869348,1049972,1516726,1732023,1410575,1324151,777922,805549,894267
914446,1403551,2727180,2279286,715224,1353904,1940818,1751437,1300721,1736207,478919,1175384,1063206,875685,1024524,1016864,2185433,1781340,1493785,1442799,760539,742521,898348
890506,1483306,1461517,2166436,741752,1373054,1545602,1768261,1437685,1642328,582886,874861,996459,889326,785930,1015200,1500742,1761867,1487152,1410623,768450,937662,884736
1515635,1767209,1723698,2207583,720463,1652109,1967501,1781098,1351292,1620572,901853,1165891,1070859,1036425,922090,1070505,1707466,1802962,1589738,1531116,814091,1078039,906443
1020369,1401999,1691153,2138169,641527,1211079,1500968,1536482,1173220,1564213,602867,1036812,1014982,926659,831527,980500,1429346,1691695,1341307,1407432,819607,710057,843173
916688,1409922,1568902,2299789,699501,1513560,1840923,1732326,1326115,1685485,580073,700130,963205,809055,755077,959019,1482092,1744923,1428686,1351580,768009,895384,858694
1415469,1946337,2433124,2978871,759690,1537479,1933080,1862403,1318829,1659992,489562,1404520,1384212,1050246,859268,1136082,1653437,1818471,1428949,1464435,798023,701616,907205
1422154,1714212,2698295,3154252,696432,1488267,1883358,1831108,1470254,1780189,491984,935402,1140617,862076,828181,989735,1546065,1767059,1405966,1453629,808249,769416,890902
596715,1193892,1573851,1892168,637445,1263402,1329973,1938630,1147291,1701960,663724,1361124,1155745,910374,796619,924796,1523165,1701652,1399496,1377421,781155,1849618,834324
887948,1438464,2005131,2332926,726766,1420130,1729552,2059165,1384023,1960321,789690,992545,940802,944138,814611,1065065,1668404,1788292,1474803,1546416,795131,1235874,919913
928470,1491389,1660192,2247250,746057,1281258,1689582,1667571,1184069,1749565,526351,969845,1145802,1231720,904911,991556,1506434,1836901,1456022,1476278,784054,782278,933145
1223499,1541082,1629146,1944086,714591,1187923,1524845,1704455,1192302,1720854,526770,893086,907979,975457,834694,1092916,1567583,1776139,1355817,1406568,786272,844897,892374
690928,1209014,1460177,2122186,668953,1190458,1567385,1842402,1184031,1707218,526078,734470,915310,929935,762070,1097231,1496509,1693933,1489908,1510548,916969,749876,961532
829110,1215302,1783313,2285216,701135,1465717,1555471,1764211,1177158,1636938,541580,823060,913011,833026,766244,992961,1520861,1711156,1436415,1404109,774736,641085,852824
654479,1363380,1855675,2076195,667651,1403543,1590073,1822049,1261048,1786741,694608,1016742,1070555,1017139,808301,1055606,1743957,1804188,1500165,1475967,896846,1104617,922113
846583,1485027,2142523,2133595,660624,1336761,1417774,1653682,1178383,1644810,530968,1128189,1223725,979849,835283,1085832,1826490,1777675,1336726,1346033,873774,708106,881352
691674,1368979,1628582,1943358,674644,1169842,1449596,1499618,1114579,1423696,505101,1133615,950007,876351,872967,931510,1518739,1764509,1313998,1244566,732835,743415,863083
534611,1244745,1368647,1240597,654500,766157,1417020,1582516,1221011,1668411,873435,1353727,1177274,976632,1007724,1020586,1512701,1766428,1479401,1350923,809721,577615,897472
833643,1674263,1031026,1582410,690298,1151106,1391045,1793606,1292112,1624331,647546,2691209,2404948,1826113,1080168,1226627,1517885,1751181,1461520,1442856,806638,627307,873506
826437,1361608,2214836,2457137,671123,1389154,1648015,1548291,1135366,1505767,550184,804744,948568,889946,832337,1076323,1615299,1666969,1400856,1283906,781967,549345,891661
1061819,1614276,2130115,2681664,668839,1399661,1534124,1626429,1466981,1738982,992542,831662,940303,903932,876899,1202472,1769870,1760341,1414097,1537659,805662,897717,1060500
610312,1245752,1536443,1914067,700931,1189801,1549215,1599923,1148652,1452134,909628,724975,915628,1807200,809274,940372,1570105,1916149,1402512,1276392,743247,777760,856412
1448467,1654680,2236943,2644005,682219,1553967,1784462,1965468,1368305,1743221,605503,1060984,1056518,1037399,884536,1268986,1744913,1888218,1477142,1463791,768180,920953,896983
1289735,1773122,3839901,2924923,687829,1490450,1670590,1844311,1431478,1737251,678307,806574,932183,935489,854142,1317888,2423098,1745121,1463121,1473564,900286,828144,895673
1050790,1660302,1729084,2209995,684060,1335268,1855754,1770090,1325839,1661874,622521,1877181,1257822,820785,797359,1187707,1710493,1772738,1365177,1415856,745804,867825,859640
1323717,1866684,2039395,2477004,663410,1282115,1516341,1740914,1271114,1744778,526870,1310684,1361020,1049215,1501469,1385739,1561871,1813841,1438966,1438044,830338,770155,944606
1251067,1752730,2432749,2981164,678701,1723967,1682729,1994186,1436604,1901684,783877,1370621,1379952,1024470,1168082,1279560,1720375,1832069,1621404,1513761,1014259,881851,932711
831633,1341754,1520963,2226463,664169,1222584,1485921,1550364,1217684,1677842,582289,878686,997445,1399845,807486,951690,1460757,1871088,1436953,1360282,778618,918786,912830
1490953,1894667,2450586,3141300,709262,1708128,2130635,1911840,1391631,1843231,676944,1643887,1575621,1031245,915352,1359452,1698247,1884027,1477749,1511843,861258,758749,941047
940445,1431927,5057017,2549535,672802,1292819,1688943,1692948,1220661,1715598,556614,1201263,1235304,1021159,869298,1183213,3327015,1863588,1555086,1458678,928236,935742,918867
1164956,1537371,2506829,2707401,632486,1484470,1588507,1985846,1290067,1566416,548036,752598,940487,836481,897602,1037121,1688293,1714724,1458446,1370189,765945,701142,898928
716164,1261987,2777745,2069131,608335,1181117,1240031,1636619,1226621,1644112,404475,883141,1008311,841523,843945,948485,2143343,1710092,1343460,1362805,756520,745628,859612
1491214,1736998,3068805,2439063,605111,1483564,1362585,1665313,1309798,1747404,520895,717036,938557,806728,746734,1038089,2154651,1689663,1370384,1443883,781127,754331,866659
970526,1380377,4016315,2268650,622478,1352772,1403829,1622651,1379531,1578571,485353,737971,862693,880058,783123,959549,2595417,1665170,1319716,1415833,733595,827824,886349
970385,1374145,1505747,2258679,625694,1526544,1400854,1613121,1292100,1590113,483459,811302,963083,857085,898857,971111,1493825,1724054,1414123,1343043,966386,823582,937821
834446,1313880,1563600,2034675,663653,1224819,1403949,1690393,1236252,1638884,526738,1352326,1350866,1039756,753909,1159527,1515498,1708865,1436450,1315946,832416,706561,1478454
1179187,1793655,1983081,2662126,630598,1321589,1505208,1663111,1421679,1631973,556950,795637,974166,827624,829117,966540,1556529,1804706,1333398,1404324,784775,771596,916665
899719,1477085,1901085,2461047,631226,1367405,1427427,1676990,1268213,1675655,716775,889808,1151608,795901,1027469,1024638,1605089,1739317,1709301,1436571,854598,777847,910209
865898,1550001,2163644,2556301,615598,1217125,1308688,1719196,1292124,1663780,472369,881034,1042995,886541,798737,983044,1631392,1774373,1555858,1388723,789180,741944,909300
920429,1407577,1626274,2068308,663394,1455943,1842290,1723661,1381618,1629440,489766,1084088,1371607,788884,925519,1052409,1540210,1718621,1425372,1345533,722893,956756,893031
1390689,1880415,2384357,2622443,694076,1424531,1757233,1620271,1307034,1738267,482059,902480,1132060,876381,835835,1102239,1646122,1740154,1368892,1385355,744494,874552,873518
1024207,1565532,2204429,2977013,631760,1537161,1334992,1667901,1496241,1725128,447011,705091,908020,1003483,765184,987037,1556947,1774991,1400674,1367138,823530,944813,884894
983918,1467470,1983505,2390110,650716,1429268,1390108,1750857,1303174,1680360,556442,938350,1267315,901967,1027950,1084807,1565866,1746992,1429995,1451448,764179,981938,929062
943175,1504137,1919577,2504673,614912,1614194,1426230,1837080,1370021,1631931,533707,1452889,1231486,838396,852455,1053004,1512624,1747362,1426776,1449417,807076,813855,884167
856174,1175830,1078061,1771767,649529,1362441,1306260,1752464,1271618,1739074,652747,1116913,1277975,806588,885691,1192502,1440730,1737991,1440461,1500402,1036796,1058388,895964
594021,1338911,1257530,1982351,610601,1176722,1301201,1817086,1334054,1728262,513808,1126497,1200867,1053297,806298,1068591,1566789,1796721,1536525,1457022,777908,901928,1357035
1184919,1593012,2028952,2698230,654208,1324225,1417489,1763185,1357618,1738138,528801,1084296,1124203,885450,848073,1148262,1588568,1761875,1828005,1462382,761133,737731,898589
1299623,1705606,2309669,2591570,636658,1487945,1427172,1784819,1338477,1728749,928699,1015938,1073491,827403,791798,985349,1546454,1784490,1394431,1517074,1321726,825148,916244
1934397,2230570,2814462,3296512,638603,1570836,1425588,1837481,1434417,1744419,497589,1829687,1418986,937150,765557,1012818,1660840,1770223,1533617,1478214,767280,1071863,895188
943230,1475437,1575992,2110322,647382,1318310,1303965,1578570,1216249,1589644,559761,944705,1062763,1298723,764765,1099213,1517981,1810437,1419500,1399177,783106,744903,895100
1151682,1383770,1602675,2223682,663861,1319662,1600259,1767869,1376847,1818678,537883,749899,905908,814177,777621,1018556,1480518,1777890,1430646,1422733,1028995,672370,895810
1284349,1675984,2356644,2750823,670997,1682951,1660797,1828165,1449091,1912990,516667,900909,1126322,795118,747636,1078657,1589137,1831341,1492670,1451910,813706,860602,933108
1543890,1764414,2710817,3048310,671194,1737156,1606533,1763859,1586472,1946407,578642,918944,1093067,840349,754346,1116632,1666610,1833719,1422278,1468577,848177,755706,938605
1024956,1497623,2824478,3366902,644657,1405119,1632673,1985871,1250251,1733832,510180,1319013,1013042,776752,716235,1096953,1599058,1794500,1446610,1452131,788649,739612,889713
1339796,1511029,2004023,2796448,638059,1523434,1498226,1889460,1446113,1818627,636899,917286,1063793,884008,803160,1090429,1497029,1785852,1532457,1511648,885218,1131039,913224
913707,1655228,1826344,2195240,608803,1224838,1257984,1626361,1264267,1651239,518419,1331366,1174770,944002,878383,927912,1486260,1758340,1427458,1388626,768293,661127,917103
715330,1340818,1266088,1916849,647743,1253320,1569608,1803079,1514726,1853099,586737,1445024,1246998,912163,860709,1040040,1551429,1770341,1441668,1509208,759198,1005273,889498
833070,1335770,1562114,2203772,639302,1221303,1309571,1695373,1243448,1818820,462010,803002,978076,924567,871771,939501,1424756,1746232,1403506,1458411,824727,857867,897020
594516,1108988,1150836,1663388,648583,1234279,1338107,1590972,1201559,1616496,519166,702132,855900,898480,739135,960361,1438496,1808913,1406856,1399043,744696,820661,904750
675422,1415614,1330508,1908122,663390,1322660,1360028,2001009,1435407,1890320,635249,1491292,1398461,1147953,781046,1192798,1510303,1838461,1718634,1544193,855054,893319,935512
721222,1248594,1403976,2045251,660186,1383737,1497002,2006959,1296466,1752342,478437,1177354,1055933,1166761,775818,942347,1520804,1862842,1443730,1377772,741200,949930,888353
978541,1409088,1834442,2408896,635822,1404748,1548398,1725500,1230156,1826643,585982,954588,1033235,795630,829195,1118318,1562981,1779768,1503700,1449273,797716,1020969,892860
884205,1425566,2211679,2614204,610455,1332592,1437565,1598465,1195891,1551241,529283,753272,953498,748447,805006,959672,1453123,1670501,1319046,1387347,759207,827347,884005
1048919,1557047,2011742,2310612,585829,1424917,1389198,1693429,1818038,1606447,467840,691441,1513668,671994,741056,1126849,1360588,1553433,1272743,1484384,895822,688844,787355
854119,1234027,1865150,1915218,612217,1195732,1463985,1806154,1363672,1570071,453126,635766,842667,779914,721994,897813,1600984,1661813,1271760,1306578,757807,699238,860158
1102947,1335680,1234123,1855409,616021,1378939,1523841,1807887,1436710,1772232,603374,924282,1178390,710071,738568,952995,1583300,1738438,1492716,1476412,748501,1174802,864528
1143495,1436361,1863761,2332140,635993,1411444,1253694,1651540,1265596,1738585,719514,747092,980624,773645,801052,1146340,1534948,1688909,1552997,1354011,978048,1090777,876106
820853,1444574,1418101,2114697,611616,1281336,1183519,1716674,1379988,1772821,597835,1598429,1629686,1190099,764200,1018922,1501618,1783586,1565628,1461715,797533,1000734,875431
731295,1266903,1417736,1863989,619521,1185402,1206532,1645022,1371672,1736197,476171,926281,1113206,850497,810818,959364,1517446,1848212,1364778,1436148,764159,657494,932605
1271634,1627402,2301511,2761700,628665,1462637,1442108,1711665,1405028,1666359,480940,803507,1033322,808908,843661,1014239,1564560,1742852,1444549,1363399,701648,598358,889457
1313864,1530211,3364230,2297320,622599,1285691,1121436,1536827,1203585,1601248,515710,657628,861008,719688,727006,901983,2382007,1718923,1307275,1363892,716689,729051,893911
979642,1861793,1293729,1646821,611795,1248669,1138554,1643789,1304650,1666330,442855,2664831,2358087,752262,882561,1092715,1577291,1773802,1793220,1367583,783681,895019,958042
671967,1197155,1389803,1859592,623789,1235534,1358891,1756998,1241855,1750094,498412,792715,1023894,700208,762165,943190,1549270,1741115,1405091,1452551,751703,690695,888670
3075260,2835539,4044392,4280383,619937,1729478,1395647,1818748,1395095,1827775,728059,1215143,1235305,734102,807697,1111980,1737817,1772314,1499928,1472186,811226,698781,921381
1153902,1439728,2049373,2452424,607341,1461638,1430559,1663483,1311409,1547639,546026,637608,884497,745479,772815,975131,1484014,1651864,1514769,1338763,748540,821443,842022
802207,1382888,1850385,2069095,657372,1284120,1494861,1655003,1206924,1715725,435624,1019357,1036993,859378,740218,961543,1604772,1768249,1402107,1410685,758488,774476,928090
725902,1219749,1831970,2180026,640821,1419042,1351463,1572463,1292515,1923298,504869,739263,1014244,812194,810105,971195,1614738,1851089,1430253,1464334,787853,702685,1099008
